n,mean,sd,median,p5,p25,p75,p95,min,max,skewness
2370,55.288364540576026,12.965558721114826,54.347609883735274,34.989427605246135,46.553909359175066,63.17359801033702,74.53295456846695,20.517436561150543,96.39512704599485,0.13847170809062348
