symbol,fiscal_year,company_name,announcement_id,predictive_value_score,confirmatory_value_score,faithful_representation_score,neutrality_score,completeness_score,understandability_score,comparability_score,timeliness_score,conservatism_score
خراسان,1398,پتروشیمی خراسان,56c99dc0e87886d69560304e,0.999999874445476,2.1475443108567876e-06,0.7837333763236014,0.7837333763236014,0.7857142857142857,0.4975755699989719,,0.9649298597194389,0.7162083168233325
خراسان,1399,پتروشیمی خراسان,a9decb636f2dfdb1573e25f9,0.9999995341483603,0.6914889960044104,0.6341973385257792,0.6341973385257792,0.75,0.504157218442935,0.3822008832075725,0.9662004662004662,0.5629784964881566
خراسان,1400,پتروشیمی خراسان,ec148a566aff34da8fcef5e6,0.999999738040519,7.475954824939995e-10,0.9999977685625286,0.9999977685625286,0.7272727272727273,0.17380352644837097,0.0,0.9630512514898689,0.6849729069148467
خراسان,1401,پتروشیمی خراسان,9c86753671ca020bf9b9ab21,,0.4809347351678777,0.6843401133195297,0.6843401133195297,0.8518518518518519,0.7796610169491517,0.0,0.9446808510638298,0.4424509469771592
خریخت,1392,صنایع ریخته گری ایران,687301861ebc550e013b588a,0.6511858867184849,,0.7503324893838178,0.7503324893838178,1.0,0.9102744546094192,,0.9655937846836848,0.8306150879212091
خریخت,1393,صنایع ریخته گری ایران,0c5fac14832359e60139fc1b,,2.133292472093416e-11,0.9429670107094346,0.9429670107094346,1.0,0.9522237587545106,,0.9802955665024631,0.305453847940275
خریخت,1394,صنایع ریخته گری ایران,2a7e058e1008b18385a92876,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.960446247464503,0.1644427147373745
خریخت,1395,صنایع ریخته گری ایران,3311ac14c8fb18be1cb67826,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9529298751200769,1.0
خریخت,1396,صنایع ریخته گری ایران,2a8c90181f779e617f508dc5,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9628623188405797,1.0
خریخت,1397,صنایع ریخته گری ایران,aa8614faaa79de5cd2bde8df,0.999999970571834,,,,1.0,1.0,0.9999984036099776,0.9585613760750586,
خریخت,1398,صنایع ریخته گری ایران,9629fefb242578853bfcf030,0.9999995215681117,0.1536901639563396,0.9748920680508467,0.9748920680508467,0.7857142857142857,0.4975755699989719,0.9973715475438025,0.9198396793587175,0.8237625552073313
خریخت,1399,صنایع ریخته گری ایران,7c382d2eea07c1e58233770b,0.9999984830334472,0.004251968198904743,0.7870359146612603,0.7870359146612603,0.75,0.504157218442935,0.8963408843629819,0.921911421911422,0.6623825219325673
خریخت,1400,صنایع ریخته گری ایران,5930fa3dbd955a53941d9240,0.9999997554059329,3.080067529117671e-10,0.572990845980262,0.572990845980262,0.7272727272727273,0.17380352644837097,0.8197774814577754,0.9272943980929678,0.4096027101173465
خریخت,1401,صنایع ریخته گری ایران,c7ea8e5962ab6e230525927c,,0.9061838842779361,0.5961610052994339,0.5961610052994339,0.8518518518518519,0.7796610169491517,0.8142350547561664,0.9106382978723404,0.38543992411333383
خرینگ,1392,رینگ سازی مشهد,c28cc98c5d4418d58088e684,0.6511858867184849,,0.8445153261758671,0.8445153261758671,1.0,0.9102744546094192,,0.978912319644839,0.7785834568653696
خرینگ,1393,رینگ سازی مشهد,3119ac7215dc6852d2aa9778,,0.5949076870617148,0.9903484079318231,0.9903484079318231,1.0,0.9522237587545106,,0.9881773399014778,0.34970505371889604
خرینگ,1394,رینگ سازی مشهد,25444d6828cc8586c52c06ef,,,0.8447925798684792,0.8447925798684792,1.0,0.9522237587545106,,0.9817444219066938,0.03475802411966519
خرینگ,1395,رینگ سازی مشهد,805fc8959adea2082847fd50,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9567723342939481,1.0
خرینگ,1396,رینگ سازی مشهد,758087dbac62b4aa73ae1363,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9601449275362319,1.0
خرینگ,1397,رینگ سازی مشهد,2f8055c170cec98004969b41,0.9599041068178263,,,,1.0,1.0,0.999999758180047,0.946051602814699,
خرینگ,1398,رینگ سازی مشهد,7ca4d6d1b4baeb72ef74c376,0.9999930735861632,2.55578413867583e-15,0.8918116454391394,0.8918116454391394,0.8571428571428571,0.4448865897333848,0.9957544979516065,0.9128256513026052,0.8987611227278226
خرینگ,1399,رینگ سازی مشهد,6d886eb15e85c4e6f05c3feb,0.9999995341481257,3.067308166693588e-11,0.7951025784707237,0.7951025784707237,0.8333333333333334,0.43586005830903374,0.8891417991116627,0.9090909090909091,0.6676289647799322
خرینگ,1400,رینگ سازی مشهد,ad50a981cee56c60206a85ab,0.9999997670025241,0.7108382825314623,0.999999707478606,0.999999707478606,0.8181818181818182,0.060003598416694746,0.8989994134257251,0.899880810488677,0.6849741572920034
خرینگ,1401,رینگ سازی مشهد,0c86583d6663d8d058afee22,,1.0,0.9050154139526915,0.9050154139526915,0.8518518518518519,0.7796610169491517,0.8603142997083866,0.8319148936170213,0.5851256109918097
خشرق,1392,الکتریک  خودرو شرق,f616e564499bf806424f44a3,0.6511858867184849,,0.9318435190169716,0.9318435190169716,1.0,0.9102744546094192,,0.978912319644839,0.730338697358772
خشرق,1393,الکتریک  خودرو شرق,c485dc080d1ff0e2e0bcee16,,0.2866154099337674,0.9396897649061727,0.9396897649061727,1.0,0.9522237587545106,,0.9881773399014778,0.303279101162649
خشرق,1394,الکتریک  خودرو شرق,8e062930a5649b3b505c13bf,,,1.0,1.0,1.0,0.6112325467279283,,0.9827586206896551,0.1644427147373745
خشرق,1395,الکتریک  خودرو شرق,ca7a922fef1fe7cb2b54331d,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9606147934678194,1.0
خشرق,1396,الکتریک  خودرو شرق,dba975ed11675c36dab10ad6,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9692028985507246,1.0
خشرق,1397,الکتریک  خودرو شرق,f4be621afa582ace6562752a,0.9999998943463826,,,,1.0,1.0,0.9999999847406175,0.9702892885066459,
خشرق,1398,الکتریک  خودرو شرق,26b457ba6a48e6bab1a79336,0.9999976561960939,0.5347761911066847,0.9255539628280995,0.9255539628280995,0.8571428571428571,0.5224830879426994,0.9976358848663366,0.9649298597194389,0.7960027798992131
خشرق,1399,الکتریک  خودرو شرق,3ca9bc024a60228659b32792,0.9999979581825231,0.12225715553720258,0.702542091614164,0.702542091614164,0.8333333333333334,0.5364431486880459,0.9766133348537609,0.9615384615384616,0.6074289470665994
خشرق,1400,الکتریک  خودرو شرق,29b4b8b101dfb1f98b3e091a,0.9999992880651898,2.2057404900798847e-10,0.927589839278928,0.927589839278928,0.8181818181818182,0.22759985606333508,0.9518605063070821,0.9582836710369488,0.7316706052184246
خشرق,1401,الکتریک  خودرو شرق,17cc45b113b39dbcc544de8c,,0.0824799824302521,0.6676334075974533,0.6676334075974533,0.8888888888888888,0.794099183929693,0.9074907183807194,0.9297872340425531,0.4316494498506127
خفنر,1392,فنرسازی خاور,e1e34585563857797a388ce3,0.6511858867184849,,0.9688618518006917,0.9688618518006917,1.0,0.9102744546094192,,0.9877913429522752,0.7098877925091167
خفنر,1393,فنرسازی خاور,72b7d23756d18de69541ae5c,,,0.6828986426574012,0.6828986426574012,1.0,0.9522237587545106,,1.0,0.5537255716937545
خفنر,1394,فنرسازی خاور,17b1bc342db8a426bfc39efe,,,0.8578118022431361,0.8578118022431361,1.0,0.9522237587545106,,1.0,0.28324909925148506
خفنر,1395,فنرسازی خاور,b20e121f19ee21466b222bf4,,,1.0,1.0,1.0,0.896518836432998,,1.0,1.0
خفنر,1396,فنرسازی خاور,4317b5ffe76b29d1d529a06f,,,1.0,1.0,1.0,0.8329925017041594,,0.9646739130434783,1.0
خفنر,1397,فنرسازی خاور,e6179f593011f2204f04dce0,0.999999888955291,,,,1.0,1.0,,0.9859265050820953,
خفنر,1398,فنرسازی خاور,2d7ebb56d478f655b3854936,0.367243860100554,,0.9049320931371787,0.9049320931371787,0.8571428571428571,0.4448865897333848,,0.9238476953907816,0.7844000143193682
خفنر,1399,فنرسازی خاور,ccf164d0cc205e23cf1c155d,0.9999991690929727,,0.5687837164815641,0.5687837164815641,0.8333333333333334,0.43586005830903374,,0.9347319347319347,0.5204344116470997
خفنر,1400,فنرسازی خاور,5adb09df7cfcdd97d0f84d7b,0.9999995232391217,,0.8541854505876317,0.8541854505876317,0.8181818181818182,0.060003598416694746,,0.9535160905840286,0.5909407857177686
خفنر,1401,فنرسازی خاور,f12eb31395e3118bc2a23873,,,0.9999986364723844,0.9999986364723844,0.8888888888888888,0.7507846829880711,,0.9404255319148936,0.6465357430779264
خمحرکه,1392,نیرو محرکه,123018f6a374624161326dd4,0.6511858867184849,,0.9501144891724247,0.9501144891724247,1.0,0.9102744546094192,,0.9211986681465039,0.7202448372613126
خمحرکه,1393,نیرو محرکه,9ae4520b032524cb2bf349bd,,0.4554888685593388,0.8493949445982251,0.8493949445982251,1.0,0.9522237587545106,,0.9379310344827586,0.4432403295516903
خمحرکه,1394,نیرو محرکه,bb247ece34d15dc581c08a94,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9432048681541583,0.1644427147373745
خمحرکه,1395,نیرو محرکه,9d419d604396a82d40e81b5d,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9567723342939481,1.0
خمحرکه,1396,نیرو محرکه,861e739bb7ad251911a14e37,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9619565217391304,1.0
خمحرکه,1397,نیرو محرکه,bce2a4b6be0b7dd8ec20eb07,0.0,,,,1.0,1.0,0.9999999759322402,0.9687255668491008,
خمحرکه,1398,نیرو محرکه,227ddba4323282d1ac77e4bd,0.9999994407408777,2.3738476605819492e-07,0.7208138058921325,0.7208138058921325,0.7857142857142857,0.4975755699989719,0.9502130756806764,0.9308617234468938,0.6808070153389046
خمحرکه,1399,نیرو محرکه,d092d70de1730c1b343014be,0.9999995341474941,3.0800489561274475e-10,0.5785263941099089,0.5785263941099089,0.75,0.504157218442935,0.6900501711904681,0.9533799533799534,0.5267709099275222
خمحرکه,1400,نیرو محرکه,bb17d568edaa509786e8e9aa,0.9999998938742091,0.5383156754959402,0.9999997701996435,0.9999997701996435,0.7272727272727273,0.17380352644837097,0.707835617453151,0.9451728247914184,0.6849741977398358
خمحرکه,1401,نیرو محرکه,2c63fe0786ca9a9f2f652337,,0.3344595320463138,0.6855539248395188,0.6855539248395188,0.8148148148148148,0.8108474576271186,0.6698637749333181,0.9276595744680851,0.4432357205802524
خمحور,1392,تولیدمحورخودرو,5c65cac9c0a43fb133ed13ae,0.6511858867184849,,0.8448411943865813,0.8448411943865813,1.0,0.9102744546094192,,0.9811320754716981,0.7784034298552451
خمحور,1393,تولیدمحورخودرو,f33f68507a9ef5e357a32045,,0.48653512127300075,0.7492901245207738,0.7492901245207738,1.0,0.9522237587545106,,0.9862068965517241,0.5096688637408517
خمحور,1394,تولیدمحورخودرو,fd8d7f5e37077235ad0ec654,,,1.0,1.0,1.0,0.6112325467279283,,0.9827586206896551,0.1644427147373745
خمحور,1395,تولیدمحورخودرو,5700be4d96d4b5b0dc831517,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9807877041306436,1.0
خمحور,1396,تولیدمحورخودرو,45f709be5676ff40afdcadfc,0.8826107103889882,,,,0.8888888888888888,1.0,0.9970201879684343,0.9827898550724637,
خمحور,1397,تولیدمحورخودرو,837c8c63852447b5c01ef622,0.999999989743927,0.0,,,1.0,1.0,0.9938283139830624,0.9882720875684128,
خمحور,1398,تولیدمحورخودرو,d28d0953223af89d5dd64fa4,0.9999906432942766,0.10150203135574995,0.9462083285469327,0.9462083285469327,0.7857142857142857,0.4975755699989719,0.9911215133827306,0.9408817635270541,0.8681551703151414
خمحور,1399,تولیدمحورخودرو,fe3a5b019311babf5a5c2169,0.999999867540436,0.15840990963731555,0.8987199752331153,0.8987199752331153,0.75,0.504157218442935,0.869274399579996,0.9382284382284383,0.7350202386630525
خمحور,1400,تولیدمحورخودرو,5a290d4836e3c30156a6476f,0.9999977795360921,0.4880131338076905,0.9915305475390597,0.9915305475390597,0.7272727272727273,0.17380352644837097,0.8568940031154894,0.9296781883194278,0.6904362259009049
خمحور,1401,تولیدمحورخودرو,78fbe735cb65accef0802222,,0.3292394475027216,0.9666844444312155,0.9666844444312155,0.8518518518518519,0.7796610169491517,0.8635190633545973,0.8808510638297873,0.6249968978027381
خمهر,1392,مهرکام پارس,c3583b71165130927f15309b,0.6511858867184849,,0.9009196937857109,0.9009196937857109,1.0,0.9102744546094192,,0.9334073251942286,0.7474226706183674
خمهر,1393,مهرکام پارس,dc2387d91997b007dbd6de48,,5.696920463921555e-10,0.8861702906803409,0.8861702906803409,1.0,0.9522237587545106,,0.9438423645320198,0.4188365862290014
خمهر,1394,مهرکام پارس,95f4fd605aea50a40571e5aa,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9310344827586207,0.1644427147373745
خمهر,1395,مهرکام پارس,04b7947f7fbc9ba8078da005,,,1.0,1.0,1.0,0.896518836432998,1.0,0.920268972142171,1.0
خمهر,1396,مهرکام پارس,20141523f4ac27ed8472ac14,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9320652173913043,1.0
خمهر,1397,مهرکام پارس,f5e707b749efc3f8376ab779,0.7894648266202564,,,,1.0,1.0,0.9999989009968938,0.9585613760750586,
خمهر,1398,مهرکام پارس,c5e79ba4db14f84ea7621732,0.9999997077106885,3.152870013823088e-06,0.7186065073447854,0.7186065073447854,0.8571428571428571,0.4448865897333848,0.8574804899395136,0.9208416833667334,0.9962139068184059
خمهر,1399,مهرکام پارس,fc26785f914cac03d7f461af,0.9999995341477783,0.527116780900666,0.9000459385981326,0.9000459385981326,0.8333333333333334,0.43586005830903374,0.9311572388037037,0.9452214452214452,0.7358826262840791
خمهر,1400,مهرکام پارس,dd0913665b661536bc1da947,0.9999999821445031,0.4649133097434885,0.9999999127742418,0.9999999127742418,0.8181818181818182,0.060003598416694746,0.9622647517078158,0.9511323003575686,0.6849742896840014
خمهر,1401,مهرکام پارس,77b44f58b03f1402211d5a41,,0.1044142023422726,0.9693249843419709,0.9693249843419709,0.8888888888888888,0.7507846829880711,0.7677310339820917,0.9085106382978724,0.6267041035638875
خموتور,1392,موتورسازان تراکتورسازی ایران,88179d2c7496610c2b070a56,0.6511858867184849,,0.8212266696916519,0.8212266696916519,1.0,0.9102744546094192,,0.9478357380688124,0.7914493549763846
خموتور,1393,موتورسازان تراکتورسازی ایران,f407941b14b00ef608ee7be5,,,0.9987610777077714,0.9987610777077714,1.0,0.9522237587545106,,0.9625615763546798,0.3424782198364914
خموتور,1394,موتورسازان تراکتورسازی ایران,084970c997d3fa9778505edf,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9675456389452333,0.1644427147373745
خموتور,1395,موتورسازان تراکتورسازی ایران,584a7895ce6ac1d4222e830d,,,1.0,1.0,1.0,0.896518836432998,,0.9654178674351584,1.0
خموتور,1396,موتورسازان تراکتورسازی ایران,438dcf0dfdbaef78d36e0bcf,,,1.0,1.0,1.0,0.8329925017041594,,0.9728260869565217,1.0
خموتور,1397,موتورسازان تراکتورسازی ایران,18aee5993a9bc39a028649ee,0.9999999966570225,,,,1.0,1.0,,0.9726348709929633,
خموتور,1398,موتورسازان تراکتورسازی ایران,72063863c70d1c5ab3ef23c9,0.2557384982117752,,0.9887737147836202,0.9887737147836202,0.7857142857142857,0.4975755699989719,,0.9579158316633266,0.8315729766345166
خموتور,1399,موتورسازان تراکتورسازی ایران,09b3345d17e41e52af946021,0.9999995341478596,,0.6128514670057174,0.6128514670057174,0.75,0.504157218442935,,0.9766899766899767,0.5490954467413932
خموتور,1400,موتورسازان تراکتورسازی ایران,f744d58455c8d91a27683e87,0.9999986574055314,,0.9999996938600652,0.9999996938600652,0.7272727272727273,0.17380352644837097,,0.9511323003575686,0.6849746036981107
خموتور,1401,موتورسازان تراکتورسازی ایران,ec0b7149e40a5dfccf7b4694,,,0.8909494569103507,0.8909494569103507,0.8518518518518519,0.7796610169491517,,0.925531914893617,0.5760314546032043
خنصیر,1392,مهندسی نصیرماشین,02f6d9c2c35678f30c733e1a,0.6511858867184849,,0.7219584971995212,0.7219584971995212,1.0,0.9102744546094192,,0.9067702552719201,0.5390804344093214
خنصیر,1393,مهندسی نصیرماشین,0c5b9c824bf1099f894137af,,,0.927327853032529,0.927327853032529,1.0,0.9522237587545106,,0.9192118226600985,0.3915248490345332
خنصیر,1394,مهندسی نصیرماشین,aad3d1aa5e7fc4311f293799,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9148073022312373,0.1644427147373745
خنصیر,1395,مهندسی نصیرماشین,48b9fa57c2ed3ce267c21703,,,1.0,1.0,1.0,0.896518836432998,,0.9164265129682997,1.0
خنصیر,1396,مهندسی نصیرماشین,5504336da7ef47674f51a1f6,,,1.0,1.0,1.0,0.8329925017041594,,0.9375,1.0
خنصیر,1397,مهندسی نصیرماشین,f65104df7a162cc404d1ccdc,0.9999999926532207,,,,1.0,1.0,,0.947615324472244,
خنصیر,1398,مهندسی نصیرماشین,92cb4ca8c2ce9c4ce3e3a95a,0.9999992782446165,,0.9503902459696643,0.9503902459696643,0.7857142857142857,0.4975755699989719,,0.9258517034068137,0.8099767587617166
خنصیر,1399,مهندسی نصیرماشین,acceca2b89c5526729ee2be6,,,0.6524394492698021,0.6524394492698021,0.75,0.504157218442935,,0.9265734265734266,0.574842904587269
خنصیر,1400,مهندسی نصیرماشین,5a2004b13651e126a55b96ad,,,,,0.0,0.0,,0.9117997616209773,
خنصیر,1401,مهندسی نصیرماشین,afba0f54e67161e3f38a7cf1,,,0.8874823782382233,0.8874823782382233,0.8518518518518519,0.7796610169491517,,0.8361702127659575,0.5737898612611364
خودرو,1392,ایران  خودرو,28b0ebaf7bd4f8d39abbb798,0.6511858867184849,,0.7129918599116984,0.7129918599116984,1.0,0.9102744546094192,,0.7857935627081021,0.8512440466812423
خودرو,1393,ایران  خودرو,407e16e0333fb8ef5f930ced,,5.117388456125285e-10,0.47257162475723014,0.47257162475723014,1.0,0.9522237587545106,,0.9182266009852217,0.6932964284085057
خودرو,1394,ایران  خودرو,87faa93ea469d52cc509082a,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9066937119675457,0.1644427147373745
خودرو,1395,ایران  خودرو,32d32d3a82f260e71f919cdc,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9058597502401537,1.0
خودرو,1396,ایران  خودرو,098ec33564481c912fb2981b,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9193840579710145,1.0
خودرو,1397,ایران  خودرو,45d3f09046a4dc3c32739e96,0.8725614896740204,,,,1.0,1.0,0.9999963505301434,0.9343236903831118,
خودرو,1398,ایران  خودرو,01fcc422f4fc951b986f31bb,0.9999998851646662,4.760385052779894e-06,0.6959564525099797,0.6959564525099797,0.8571428571428571,0.4448865897333848,0.8577590728097696,0.9018036072144289,1.0
خودرو,1399,ایران  خودرو,f87e1e55718e0c440b359f0c,0.9999999150943266,0.32764431132642136,0.682350018395572,0.682350018395572,0.8333333333333334,0.43586005830903374,0.8504244779938863,0.8962703962703963,1.0
خودرو,1400,ایران  خودرو,44222316ad401fc42a8fa67f,0.9999997476074516,0.64259444606847,0.3712735398579402,0.3712735398579402,0.8181818181818182,0.060003598416694746,0.6929491639993797,0.8939213349225268,1.0
خودرو,1401,ایران  خودرو,043d817d41d97ee7180ed155,,0.8333183403100041,0.0,0.0,0.8888888888888888,0.7507846829880711,0.8188736073789942,0.8106382978723404,1.0
خوساز,1392,محورسازان ایران خودرو,ed7707886bc91201ffd4aa52,0.6511858867184849,,0.7695149865467681,0.7695149865467681,1.0,0.9102744546094192,,0.9267480577136515,0.8200176516036339
خوساز,1393,محورسازان ایران خودرو,4e10f09556582ea15b20ff9b,,2.229078791732001e-10,0.7858469781552879,0.7858469781552879,1.0,0.9522237587545106,,0.9448275862068966,0.4854101097704673
خوساز,1394,محورسازان ایران خودرو,c6ebc1bcb45156c3e9600b55,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9158215010141988,0.1644427147373745
خوساز,1395,محورسازان ایران خودرو,7f94a49fc0362957b3b164ce,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9193083573487032,1.0
خوساز,1396,محورسازان ایران خودرو,5bb0b67eab40ea379b9835a3,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9682971014492754,1.0
خوساز,1397,محورسازان ایران خودرو,5443cb14db64fb69389a7517,0.9999994805594767,,,,1.0,1.0,0.9999999732640925,0.9749804534792806,
خوساز,1398,محورسازان ایران خودرو,2962388f432823ac18a09494,0.9999976407405744,1.0,0.9944155273326684,0.9944155273326684,0.7857142857142857,0.4975755699989719,0.9958826424737347,0.9288577154308617,0.8347473070629962
خوساز,1399,محورسازان ایران خودرو,ba263f7bee42c12a5b8ba0da,0.9999998322319639,9.198513732451803e-11,0.9662433190607229,0.9662433190607229,0.75,0.504157218442935,0.8956019316412447,0.9522144522144522,0.8228464395538649
خوساز,1400,محورسازان ایران خودرو,be92d756e98fb13eb08695ff,0.9999993604832935,1.703542887207005e-09,0.8710553944531071,0.8710553944531071,0.7272727272727273,0.17380352644837097,0.8962513054051455,0.9499404052443385,0.6018199530486068
خوساز,1401,محورسازان ایران خودرو,f72066189715bcd678d6baf8,,0.823298744808707,0.8081767987676332,0.8081767987676332,0.8518518518518519,0.7796610169491517,0.8336134468794039,0.9276595744680851,0.5225158995944301
خپویش,1392,سازه  پویش,15a81f9360f0aab43ddefc44,0.6511858867184849,,0.9881020681375037,0.9881020681375037,1.0,0.9102744546094192,,0.9178690344062153,0.6861123625461234
خپویش,1393,سازه  پویش,2f4a2d8d12f679b5b5581b3b,,0.5662010263408429,0.640144409933429,0.640144409933429,1.0,0.9522237587545106,,0.9201970443349754,0.582096843007547
خپویش,1394,سازه  پویش,b6558c1fbe24799a33eef090,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.920892494929006,0.1644427147373745
خپویش,1395,سازه  پویش,6e39a8431e306881a13e700d,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9068203650336215,1.0
خپویش,1396,سازه  پویش,b3efc6bef861be59ee63ee62,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9329710144927537,1.0
خپویش,1397,سازه  پویش,b25b51d77f47d856f7ea8db2,0.9999999797241848,,,,1.0,1.0,0.9999999727468669,0.9421422986708365,
خپویش,1398,سازه  پویش,7c12c9d54e4d45fe6668dca3,0.9999999438740561,3.80714716865429e-10,0.8775894162348036,0.8775894162348036,0.7857142857142857,0.4975755699989719,0.9860669418493601,0.8777555110220441,0.9067631707454853
خپویش,1399,سازه  پویش,ebdb74f3608af2e43501c01b,0.9999983208179166,2.0852915620867586e-09,0.9058790638057005,0.9058790638057005,0.75,0.504157218442935,0.8803907231354959,0.9417249417249417,0.8621064884042556
خپویش,1400,سازه  پویش,711b540318f4ad84823e0512,0.9999990508064982,0.04173756641782674,0.9570181111329252,0.9570181111329252,0.7272727272727273,0.17380352644837097,0.8484669260702323,0.9046483909415971,0.6572559868866968
خپویش,1401,سازه  پویش,308d2611cd8f9207a32db38e,,3.7666589889405315e-10,0.4840531243009937,0.4840531243009937,0.8518518518518519,0.7796610169491517,0.8247102084998424,0.8382978723404255,0.9801153705144073
خچرخش,1392,چرخشگر,8b26dd10d73f41ff8cdce72b,0.6511858867184849,,0.9929055143578946,0.9929055143578946,1.0,0.9102744546094192,,0.9711431742508324,0.6887660428773688
خچرخش,1393,چرخشگر,c6fca5a3811701324dec253e,,4.0076571371214166e-10,0.8860459954120483,0.8860459954120483,1.0,0.9522237587545106,,0.9812807881773399,0.41891906729707523
خچرخش,1394,چرخشگر,e60ddacadd39723e79ede7b8,,,0.9293700200458178,0.9293700200458178,1.0,0.9522237587545106,,0.9787018255578094,0.22345810904604463
خچرخش,1395,چرخشگر,73a45ecdb6d74e4facf45255,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9721421709894332,1.0
خچرخش,1396,چرخشگر,ff3d148201a99f2c5875e097,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9855072463768116,1.0
خچرخش,1397,چرخشگر,9305d26b1027ec05b14eb3b4,0.9999999409431699,,,,1.0,1.0,0.9999998022086797,0.9913995308835027,
خچرخش,1398,چرخشگر,7462333f0fcbc5c2007a8781,0.9999995270781786,2.548952892785169e-10,0.9527571407423443,0.9527571407423443,0.7857142857142857,0.4975755699989719,0.997403410262124,0.9218436873747495,0.8644705222270369
خچرخش,1399,چرخشگر,4e04941aee6e23a9c76b4cb1,0.999996729350785,0.7725599112433287,0.9187239483302752,0.9187239483302752,0.8333333333333334,0.43586005830903374,0.9877685057919406,0.9871794871794872,0.8537523590974012
خچرخش,1400,چرخشگر,a405df89a3bfe89135177ec5,0.9999987110117694,1.3674611589032314e-10,0.9513249923863949,0.9513249923863949,0.8181818181818182,0.060003598416694746,0.9587865226160658,0.9594755661501788,0.6535845821700168
خچرخش,1401,چرخشگر,6146f2bd1491873a02654c33,,0.8911611357481064,0.9767843037097493,0.9767843037097493,0.8888888888888888,0.7507846829880711,0.7892250051966279,0.9085106382978724,0.631526826730106
خکار,1392,ایرکا پارت صنعت,8a31f0c04e6a45950e02fbe3,0.6511858867184849,,0.934077941598663,0.934077941598663,1.0,0.9102744546094192,,0.9034406215316315,0.6562665486385492
خکار,1393,ایرکا پارت صنعت,291d55598febab008dfc381a,,,0.7318035912995646,0.7318035912995646,1.0,0.9522237587545106,,0.9408866995073891,0.5212727482394829
خکار,1394,ایرکا پارت صنعت,71876610115386ae2bccf267,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9137931034482758,0.1644427147373745
خکار,1395,ایرکا پارت صنعت,b2c6e772b00c3cbcc3593c09,,,1.0,1.0,1.0,0.896518836432998,,0.9193083573487032,1.0
خکار,1396,ایرکا پارت صنعت,b8d285270e26ce4558957aee,,,1.0,1.0,1.0,0.8329925017041594,,0.9266304347826086,1.0
خکار,1397,ایرکا پارت صنعت,628f1bbfd2ab3beabe2e6fa8,0.9999995336573587,,,,1.0,1.0,,0.9390148553557467,
خکار,1398,ایرکا پارت صنعت,f21ced93ed63b0bec84727c2,0.4860048129442277,,0.8422281312786142,0.8422281312786142,0.7857142857142857,0.4975755699989719,,0.9128256513026052,0.7491200236455463
خکار,1399,ایرکا پارت صنعت,5ad2d68effcbc28540951a8c,0.9999995341478649,,0.4898978109619584,0.4898978109619584,0.75,0.504157218442935,,0.9044289044289044,0.4691281461887953
خکار,1400,ایرکا پارت صنعت,1a226a09974db0fcf01c5f9d,0.9999993498043707,,0.9999997703810134,0.9999997703810134,0.7272727272727273,0.17380352644837097,,0.9082240762812872,0.6849741978567985
خکار,1401,ایرکا پارت صنعت,4f853940723963c803f18f6b,,,0.5807843729505036,0.5807843729505036,0.8518518518518519,0.7796610169491517,,0.8340425531914893,0.37549836813599596
خکمک,1392,کمک فنرایندامین,5a1dc06bf532354fd5ed9e21,0.6511858867184849,,0.5660426040319878,0.5660426040319878,1.0,0.9102744546094192,,0.9522752497225305,0.9324266668516799
خکمک,1393,کمک فنرایندامین,c6030ebc9d9bfff7a58867c4,,,0.9943679162377348,0.9943679162377348,1.0,0.9522237587545106,,0.9379310344827586,0.3470377491403924
خکمک,1394,کمک فنرایندامین,1cae4331757d1ef46f1b8fd6,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9533468559837728,0.1644427147373745
خکمک,1395,کمک فنرایندامین,2a4ee1fc69a593cfdcd54138,,,1.0,1.0,1.0,0.896518836432998,,0.9317963496637849,1.0
خکمک,1396,کمک فنرایندامین,03bec53937e03e42c4db16ab,,,1.0,1.0,1.0,0.8329925017041594,,0.9438405797101449,1.0
