n,mean,sd,median,p5,p25,p75,p95,min,max,skewness
2370,55.28836454057141,12.965558721115931,54.347609883731984,34.98942760524133,46.55390935916939,63.17359801033193,74.53295456846791,20.517436561143143,96.39512704599582,0.13847170809079876
